itemcode,item,in blocks,metrics,price per unit,currency,fees,volume from,volume to
*,Cloud - Applications,,,,,,,
**,Cloud - Business Transformation Management,,,,,,,
8011514,SAP SuccessFactors Opportunity Marketplace,1,User,1.09,USD,Month,15001,25000
8011514,SAP SuccessFactors Opportunity Marketplace,1,User,1.04,USD,Month,25001,50000
8011514,SAP SuccessFactors Opportunity Marketplace,1,User,0.96,USD,Month,50001,75000
8011514,SAP SuccessFactors Opportunity Marketplace,1,User,0.92,USD,Month,75001,100000
8011514,SAP SuccessFactors Opportunity Marketplace,1,User,0.88,USD,Month,100001,200000
8011514,SAP SuccessFactors Opportunity Marketplace,1,User,0.79,USD,Month,200001,Infinite
8011733,SAP SuccessFactors Performance & Goals,1,User,3.72,USD,Month,1,2000
8011733,SAP SuccessFactors Performance & Goals,1,User,3.43,USD,Month,2001,5000
8011733,SAP SuccessFactors Performance & Goals,1,User,2.76,USD,Month,5001,10000
8011733,SAP SuccessFactors Performance & Goals,1,User,2.17,USD,Month,10001,15000
8011733,SAP SuccessFactors Performance & Goals,1,User,1.91,USD,Month,15001,25000
8011733,SAP SuccessFactors Performance & Goals,1,User,1.48,USD,Month,25001,50000
8011733,SAP SuccessFactors Performance & Goals,1,User,1.38,USD,Month,50001,75000
8011733,SAP SuccessFactors Performance & Goals,1,User,1.33,USD,Month,75001,100000
8011733,SAP SuccessFactors Performance & Goals,1,User,0.92,USD,Month,100001,200000
8011733,SAP SuccessFactors Performance & Goals,1,User,0.83,USD,Month,200001,Infinite
8011734,SAP SuccessFactors Compensation,1,User,1.95,USD,Month,1,2000
8011734,SAP SuccessFactors Compensation,1,User,1.66,USD,Month,2001,5000
8011734,SAP SuccessFactors Compensation,1,User,1.52,USD,Month,5001,10000
8011734,SAP SuccessFactors Compensation,1,User,1.27,USD,Month,10001,15000
8011734,SAP SuccessFactors Compensation,1,User,1.22,USD,Month,15001,25000
8011734,SAP SuccessFactors Compensation,1,User,1.18,USD,Month,25001,50000
8011734,SAP SuccessFactors Compensation,1,User,0.98,USD,Month,50001,75000
8011734,SAP SuccessFactors Compensation,1,User,0.93,USD,Month,75001,100000
8011734,SAP SuccessFactors Compensation,1,User,0.89,USD,Month,100001,200000
8011734,SAP SuccessFactors Compensation,1,User,0.8,USD,Month,200001,Infinite
8011735,SAP SuccessFactors Succession & Development,1,User,1.91,USD,Month,1,2000
8011735,SAP SuccessFactors Succession & Development,1,User,1.68,USD,Month,2001,5000
8011735,SAP SuccessFactors Succession & Development,1,User,1.23,USD,Month,5001,10000
8011735,SAP SuccessFactors Succession & Development,1,User,1.18,USD,Month,10001,15000
8011735,SAP SuccessFactors Succession & Development,1,User,1.13,USD,Month,15001,25000
8011735,SAP SuccessFactors Succession & Development,1,User,1.07,USD,Month,25001,50000
8011735,SAP SuccessFactors Succession & Development,1,User,0.97,USD,Month,50001,75000
8011735,SAP SuccessFactors Succession & Development,1,User,0.92,USD,Month,75001,100000
8011735,SAP SuccessFactors Succession & Development,1,User,0.88,USD,Month,100001,200000
8011735,SAP SuccessFactors Succession & Development,1,User,0.79,USD,Month,200001,Infinite
8011736,"SAP SuccessFactors Employee Central, core HR",1,User,6.3,USD,Month,1,2000
8011736,"SAP SuccessFactors Employee Central, core HR",1,User,5.59,USD,Month,2001,5000
8011736,"SAP SuccessFactors Employee Central, core HR",1,User,4.38,USD,Month,5001,10000
8011736,"SAP SuccessFactors Employee Central, core HR",1,User,4.17,USD,Month,10001,15000
8011736,"SAP SuccessFactors Employee Central, core HR",1,User,3.88,USD,Month,15001,25000
8011736,"SAP SuccessFactors Employee Central, core HR",1,User,3.63,USD,Month,25001,50000
8011736,"SAP SuccessFactors Employee Central, core HR",1,User,3.2,USD,Month,50001,75000
8011736,"SAP SuccessFactors Employee Central, core HR",1,User,3,USD,Month,75001,100000
8011736,"SAP SuccessFactors Employee Central, core HR",1,User,2.82,USD,Month,100001,200000
8011736,"SAP SuccessFactors Employee Central, core HR",1,User,2.54,USD,Month,200001,Infinite
8011737,"SAP SuccessFactors Employee Central, core HR, functional use",1,User,2.4,USD,Month,1,2000
8011737,"SAP SuccessFactors Employee Central, core HR, functional use",1,User,2.3,USD,Month,2001,5000
8011737,"SAP SuccessFactors Employee Central, core HR, functional use",1,User,2.19,USD,Month,5001,10000
8011737,"SAP SuccessFactors Employee Central, core HR, functional use",1,User,1.61,USD,Month,10001,15000
8011737,"SAP SuccessFactors Employee Central, core HR, functional use",1,User,1.52,USD,Month,15001,25000
8011737,"SAP SuccessFactors Employee Central, core HR, functional use",1,User,1.46,USD,Month,25001,50000
8011737,"SAP SuccessFactors Employee Central, core HR, functional use",1,User,0.63,USD,Month,50001,75000
8011737,"SAP SuccessFactors Employee Central, core HR, functional use",1,User,0.61,USD,Month,75001,100000
8011737,"SAP SuccessFactors Employee Central, core HR, functional use",1,User,0.58,USD,Month,100001,200000
8011737,"SAP SuccessFactors Employee Central, core HR, functional use",1,User,0.52,USD,Month,200001,Infinite
8011738,SAP SuccessFactors Workforce Analytics,1,User,2.79,USD,Month,1,2000
8011738,SAP SuccessFactors Workforce Analytics,1,User,2.69,USD,Month,2001,5000
8011738,SAP SuccessFactors Workforce Analytics,1,User,1.66,USD,Month,5001,10000
8011738,SAP SuccessFactors Workforce Analytics,1,User,1.56,USD,Month,10001,15000
8011738,SAP SuccessFactors Workforce Analytics,1,User,1.29,USD,Month,15001,25000
8011738,SAP SuccessFactors Workforce Analytics,1,User,0.9,USD,Month,25001,50000
8011738,SAP SuccessFactors Workforce Analytics,1,User,0.79,USD,Month,50001,75000
8011738,SAP SuccessFactors Workforce Analytics,1,User,0.76,USD,Month,75001,100000
8011738,SAP SuccessFactors Workforce Analytics,1,User,0.72,USD,Month,100001,200000
8011738,SAP SuccessFactors Workforce Analytics,1,User,0.64,USD,Month,200001,Infinite
8011739,SAP SuccessFactors Onboarding,1,User,1.18,USD,Month,1,2000
8011739,SAP SuccessFactors Onboarding,1,User,0.98,USD,Month,2001,5000
8011739,SAP SuccessFactors Onboarding,1,User,0.96,USD,Month,5001,10000
8011739,SAP SuccessFactors Onboarding,1,User,0.92,USD,Month,10001,15000
8011739,SAP SuccessFactors Onboarding,1,User,0.89,USD,Month,15001,25000
8011739,SAP SuccessFactors Onboarding,1,User,0.85,USD,Month,25001,50000
8011739,SAP SuccessFactors Onboarding,1,User,0.67,USD,Month,50001,75000
8011739,SAP SuccessFactors Onboarding,1,User,0.64,USD,Month,75001,100000
8011739,SAP SuccessFactors Onboarding,1,User,0.61,USD,Month,100001,200000
8011739,SAP SuccessFactors Onboarding,1,User,0.55,USD,Month,200001,Infinite
8011740,SAP SuccessFactors Recruiting,1,User,2.66,USD,Month,1,2000
8011740,SAP SuccessFactors Recruiting,1,User,2.59,USD,Month,2001,5000
8011740,SAP SuccessFactors Recruiting,1,User,2.43,USD,Month,5001,10000
8011740,SAP SuccessFactors Recruiting,1,User,2.07,USD,Month,10001,15000
8011740,SAP SuccessFactors Recruiting,1,User,1.6,USD,Month,15001,25000
8011740,SAP SuccessFactors Recruiting,1,User,1.55,USD,Month,25001,50000
8011740,SAP SuccessFactors Recruiting,1,User,1.48,USD,Month,50001,75000
8011740,SAP SuccessFactors Recruiting,1,User,1.43,USD,Month,75001,100000
8011740,SAP SuccessFactors Recruiting,1,User,1.37,USD,Month,100001,200000
8011740,SAP SuccessFactors Recruiting,1,User,1.23,USD,Month,200001,Infinite
8011741,SAP SuccessFactors Learning,1,User,1.85,USD,Month,1,2000
8011741,SAP SuccessFactors Learning,1,User,1.77,USD,Month,2001,5000
8011741,SAP SuccessFactors Learning,1,User,1.67,USD,Month,5001,10000
8011741,SAP SuccessFactors Learning,1,User,1.4,USD,Month,10001,15000
8011741,SAP SuccessFactors Learning,1,User,1.34,USD,Month,15001,25000
8011741,SAP SuccessFactors Learning,1,User,1.27,USD,Month,25001,50000
8011741,SAP SuccessFactors Learning,1,User,0.92,USD,Month,50001,75000
8011741,SAP SuccessFactors Learning,1,User,0.88,USD,Month,75001,100000
8011741,SAP SuccessFactors Learning,1,User,0.84,USD,Month,100001,200000
8011741,SAP SuccessFactors Learning,1,User,0.76,USD,Month,200001,Infinite
8011742,"SAP SuccessFactors Learning, functional use",1,User,1.23,USD,Month,1,2000
8011742,"SAP SuccessFactors Learning, functional use",1,User,0.77,USD,Month,2001,5000
8011742,"SAP SuccessFactors Learning, functional use",1,User,0.74,USD,Month,5001,10000
8011742,"SAP SuccessFactors Learning, functional use",1,User,0.71,USD,Month,10001,15000
8011742,"SAP SuccessFactors Learning, functional use",1,User,0.67,USD,Month,15001,25000
8011742,"SAP SuccessFactors Learning, functional use",1,User,0.64,USD,Month,25001,50000
8011742,"SAP SuccessFactors Learning, functional use",1,User,0.61,USD,Month,50001,75000
8011742,"SAP SuccessFactors Learning, functional use",1,User,0.58,USD,Month,75001,100000
8011742,"SAP SuccessFactors Learning, functional use",1,User,0.55,USD,Month,100001,200000
8011742,"SAP SuccessFactors Learning, functional use",1,User,0.49,USD,Month,200001,Infinite
8011743,SAP SuccessFactors Validated Learning,1,User,2.65,USD,Month,1,2000
8011743,SAP SuccessFactors Validated Learning,1,User,2.59,USD,Month,2001,5000
8011743,SAP SuccessFactors Validated Learning,1,User,1.97,USD,Month,5001,10000
8011743,SAP SuccessFactors Validated Learning,1,User,1.76,USD,Month,10001,15000
8011743,SAP SuccessFactors Validated Learning,1,User,1.43,USD,Month,15001,25000
8011743,SAP SuccessFactors Validated Learning,1,User,1.4,USD,Month,25001,50000
8011743,SAP SuccessFactors Validated Learning,1,User,1.17,USD,Month,50001,75000
8011743,SAP SuccessFactors Validated Learning,1,User,1.15,USD,Month,75001,100000
8011743,SAP SuccessFactors Validated Learning,1,User,1.12,USD,Month,100001,200000
8011743,SAP SuccessFactors Validated Learning,1,User,1.01,USD,Month,200001,Infinite
8012128,"SAP U.S. Benefits Administration by Benefitfocus, healthcare spend insights option",1,User,8.64,USD,Month,1,2000
8012128,"SAP U.S. Benefits Administration by Benefitfocus, healthcare spend insights option",1,User,7.33,USD,Month,2001,5000
8012128,"SAP U.S. Benefits Administration by Benefitfocus, healthcare spend insights option",1,User,6,USD,Month,5001,10000
8012128,"SAP U.S. Benefits Administration by Benefitfocus, healthcare spend insights option",1,User,4.65,USD,Month,10001,15000
8012128,"SAP U.S. Benefits Administration by Benefitfocus, healthcare spend insights option",1,User,4,USD,Month,15001,25000
8012128,"SAP U.S. Benefits Administration by Benefitfocus, healthcare spend insights option",1,User,3.36,USD,Month,25001,50000
8012128,"SAP U.S. Benefits Administration by Benefitfocus, healthcare spend insights option",1,User,2.64,USD,Month,50001,75000
8012128,"SAP U.S. Benefits Administration by Benefitfocus, healthcare spend insights option",1,User,2.32,USD,Month,75001,100000
8012128,"SAP U.S. Benefits Administration by Benefitfocus, healthcare spend insights option",1,User,2.16,USD,Month,100001,Infinite
8014263,"SAP SuccessFactors Agent Lifecycle Management, additional nonproduction tenant",1,Tenant,"8,870.00",USD,Month,1,Infinite
8014293,"SAP SuccessFactors Agent Connection, additional nonproduction tenant",1,Tenant,"1,552.00",USD,Month,1,Infinite
8014306,"SAP SuccessFactors Incentive Management, additional nonproduction tenant",1,Tenant,"11,309.00",USD,Month,1,Infinite
8014315,"SAP SuccessFactors Agent Performance Management, additional nonproduction tenant",1,Tenant,"8,870.00",USD,Month,1,Infinite
8014323,"SAP SuccessFactors Territory and Quota, additional nonproduction tenant",1,Tenant,"10,533.00",USD,Month,1,Infinite
8015494,SAP SuccessFactors Agent Performance Management,1,Record,34,USD,Month,1,2000
8015494,SAP SuccessFactors Agent Performance Management,1,Record,16,USD,Month,2001,5000
8015494,SAP SuccessFactors Agent Performance Management,1,Record,8.68,USD,Month,5001,10000
8015494,SAP SuccessFactors Agent Performance Management,1,Record,6.89,USD,Month,10001,15000
8015494,SAP SuccessFactors Agent Performance Management,1,Record,5.69,USD,Month,15001,25000
8015494,SAP SuccessFactors Agent Performance Management,1,Record,3.89,USD,Month,25001,50000
8015494,SAP SuccessFactors Agent Performance Management,1,Record,2.52,USD,Month,50001,75000
8015494,SAP SuccessFactors Agent Performance Management,1,Record,1.92,USD,Month,75001,100000
8015494,SAP SuccessFactors Agent Performance Management,1,Record,0.49,USD,Month,100001,Infinite
8015506,SAP  SuccessFactors Territory and Quota,1,Record,35,USD,Month,1,2000
8015506,SAP  SuccessFactors Territory and Quota,1,Record,23,USD,Month,2001,5000
8015506,SAP  SuccessFactors Territory and Quota,1,Record,22,USD,Month,5001,10000
8015506,SAP  SuccessFactors Territory and Quota,1,Record,10,USD,Month,10001,15000
8015506,SAP  SuccessFactors Territory and Quota,1,Record,7.83,USD,Month,15001,25000
8015506,SAP  SuccessFactors Territory and Quota,1,Record,5.99,USD,Month,25001,50000
8015506,SAP  SuccessFactors Territory and Quota,1,Record,4.61,USD,Month,50001,75000
8015506,SAP  SuccessFactors Territory and Quota,1,Record,4.02,USD,Month,75001,100000
8015506,SAP  SuccessFactors Territory and Quota,1,Record,3.57,USD,Month,100001,Infinite
8015551,SAP SuccessFactors Agent Lifecycle Management,1,Record,21,USD,Month,1,2000
8015551,SAP SuccessFactors Agent Lifecycle Management,1,Record,11,USD,Month,2001,5000
8015551,SAP SuccessFactors Agent Lifecycle Management,1,Record,6.62,USD,Month,5001,10000
8015551,SAP SuccessFactors Agent Lifecycle Management,1,Record,5.18,USD,Month,10001,15000
8015551,SAP SuccessFactors Agent Lifecycle Management,1,Record,3.46,USD,Month,15001,25000
8015551,SAP SuccessFactors Agent Lifecycle Management,1,Record,1.87,USD,Month,25001,50000
8015551,SAP SuccessFactors Agent Lifecycle Management,1,Record,1.22,USD,Month,50001,75000
8015551,SAP SuccessFactors Agent Lifecycle Management,1,Record,0.93,USD,Month,75001,100000
8015551,SAP SuccessFactors Agent Lifecycle Management,1,Record,0.23,USD,Month,100001,Infinite
8015971,"SAP U.S. Benefits Administration by Benefitfocus, reporting option for the Affordable Care Act (ACA)",1,Document,5,USD,Month,1,2000
8015971,"SAP U.S. Benefits Administration by Benefitfocus, reporting option for the Affordable Care Act (ACA)",1,Document,3.2,USD,Month,2001,5000
8015971,"SAP U.S. Benefits Administration by Benefitfocus, reporting option for the Affordable Care Act (ACA)",1,Document,2.92,USD,Month,5001,10000
8015971,"SAP U.S. Benefits Administration by Benefitfocus, reporting option for the Affordable Care Act (ACA)",1,Document,2.64,USD,Month,10001,15000
8015971,"SAP U.S. Benefits Administration by Benefitfocus, reporting option for the Affordable Care Act (ACA)",1,Document,2.48,USD,Month,15001,25000
8015971,"SAP U.S. Benefits Administration by Benefitfocus, reporting option for the Affordable Care Act (ACA)",1,Document,2,USD,Month,25001,50000
8015971,"SAP U.S. Benefits Administration by Benefitfocus, reporting option for the Affordable Care Act (ACA)",1,Document,1.68,USD,Month,50001,75000
8015971,"SAP U.S. Benefits Administration by Benefitfocus, reporting option for the Affordable Care Act (ACA)",1,Document,1.52,USD,Month,75001,100000
8015971,"SAP U.S. Benefits Administration by Benefitfocus, reporting option for the Affordable Care Act (ACA)",1,Document,1.32,USD,Month,100001,Infinite
8017111,"SAP SuccessFactors HCM Suite, advanced encryption add-on?",1,Tenant,"6,250.00",USD,Month,1,Infinite
8017426,SAP SuccessFactors Onboarding,1,Transaction,91,USD,Year,1,300
8017426,SAP SuccessFactors Onboarding,1,Transaction,67,USD,Year,301,1000
8017426,SAP SuccessFactors Onboarding,1,Transaction,63,USD,Year,1001,2000
8017426,SAP SuccessFactors Onboarding,1,Transaction,62,USD,Year,2001,3000
8017426,SAP SuccessFactors Onboarding,1,Transaction,60,USD,Year,3001,5000
8017426,SAP SuccessFactors Onboarding,1,Transaction,56,USD,Year,5001,10000
8017426,SAP SuccessFactors Onboarding,1,Transaction,45,USD,Year,10001,15000
8017426,SAP SuccessFactors Onboarding,1,Transaction,43,USD,Year,15001,20000
8017426,SAP SuccessFactors Onboarding,1,Transaction,42,USD,Year,20001,40000
8017426,SAP SuccessFactors Onboarding,1,Transaction,39,USD,Year,40001,Infinite
8017452,SAP SuccessFactors Recruiting,1,Transaction,180,USD,Year,1,300
8017452,SAP SuccessFactors Recruiting,1,Transaction,120,USD,Year,301,1000
8017452,SAP SuccessFactors Recruiting,1,Transaction,108,USD,Year,1001,2000
8017452,SAP SuccessFactors Recruiting,1,Transaction,105,USD,Year,2001,3000
8017452,SAP SuccessFactors Recruiting,1,Transaction,101,USD,Year,3001,5000
8017452,SAP SuccessFactors Recruiting,1,Transaction,95,USD,Year,5001,10000
8017452,SAP SuccessFactors Recruiting,1,Transaction,94,USD,Year,10001,15000
8017452,SAP SuccessFactors Recruiting,1,Transaction,87,USD,Year,15001,20000
8017452,SAP SuccessFactors Recruiting,1,Transaction,84,USD,Year,20001,40000
